"stateFIPS","State","Year","Value","Data Comment","Age Group"
"27","Minnesota","2010","8.7%","","65 or older"
"28","Mississippi","1999","12.2%","","18 to 24"
"28","Mississippi","1999","9.2%","","25 to 34"
"28","Mississippi","1999","9.2%","","35 to 44"
"28","Mississippi","1999","8.1%","","45 to 54"
"28","Mississippi","1999","10.1%","","55 to 64"
"28","Mississippi","1999","8.2%","","65 or older"
"28","Mississippi","2000","10.8%","","18 to 24"
"28","Mississippi","2000","10.4%","","25 to 34"
"28","Mississippi","2000","10.4%","","35 to 44"
"28","Mississippi","2000","9.2%","","45 to 54"
"28","Mississippi","2000","10.5%","","55 to 64"
"28","Mississippi","2000","7.9%","","65 or older"
"28","Mississippi","2001","11.4%","","18 to 24"
"28","Mississippi","2001","8.1%","","25 to 34"
"28","Mississippi","2001","9.1%","","35 to 44"
"28","Mississippi","2001","8.5%","","45 to 54"
"28","Mississippi","2001","10.3%","","55 to 64"
"28","Mississippi","2001","7.9%","","65 or older"
"28","Mississippi","2002","10.6%","","18 to 24"
"28","Mississippi","2002","13.0%","","25 to 34"
"28","Mississippi","2002","8.9%","","35 to 44"
"28","Mississippi","2002","9.6%","","45 to 54"
"28","Mississippi","2002","11.6%","","55 to 64"
"28","Mississippi","2002","10.8%","","65 or older"
"28","Mississippi","2003","13.5%","","18 to 24"
"28","Mississippi","2003","9.0%","","25 to 34"
"28","Mississippi","2003","12.1%","","35 to 44"
"28","Mississippi","2003","10.7%","","45 to 54"
"28","Mississippi","2003","10.6%","","55 to 64"
"28","Mississippi","2003","9.4%","","65 or older"
"28","Mississippi","2004","15.2%","","18 to 24"
"28","Mississippi","2004","12.1%","","25 to 34"
"28","Mississippi","2004","10.7%","","35 to 44"
"28","Mississippi","2004","11.1%","","45 to 54"
"28","Mississippi","2004","11.7%","","55 to 64"
"28","Mississippi","2004","10.5%","","65 or older"
"28","Mississippi","2005","8.2%","","18 to 24"
"28","Mississippi","2005","12.9%","","25 to 34"
"28","Mississippi","2005","10.4%","","35 to 44"
"28","Mississippi","2005","12.1%","","45 to 54"
"28","Mississippi","2005","12.7%","","55 to 64"
"28","Mississippi","2005","10.1%","","65 or older"
"28","Mississippi","2006","14.5%","","18 to 24"
"28","Mississippi","2006","10.4%","","25 to 34"
"28","Mississippi","2006","8.7%","","35 to 44"
"28","Mississippi","2006","11.5%","","45 to 54"
"28","Mississippi","2006","13.9%","","55 to 64"
"28","Mississippi","2006","11.2%","","65 or older"
"28","Mississippi","2007","13.1%","","18 to 24"
"28","Mississippi","2007","10.2%","","25 to 34"
"28","Mississippi","2007","9.5%","","35 to 44"
"28","Mississippi","2007","11.5%","","45 to 54"
"28","Mississippi","2007","11.5%","","55 to 64"
"28","Mississippi","2007","10.8%","","65 or older"
"28","Mississippi","2008","14.3%","","18 to 24"
"28","Mississippi","2008","9.8%","","25 to 34"
"28","Mississippi","2008","11.3%","","35 to 44"
"28","Mississippi","2008","10.8%","","45 to 54"
"28","Mississippi","2008","11.7%","","55 to 64"
"28","Mississippi","2008","11.1%","","65 or older"
"28","Mississippi","2009","13.1%","","18 to 24"
"28","Mississippi","2009","12.8%","","25 to 34"
"28","Mississippi","2009","13.3%","","35 to 44"
"28","Mississippi","2009","12.2%","","45 to 54"
"28","Mississippi","2009","12.2%","","55 to 64"
"28","Mississippi","2009","11.0%","","65 or older"
"28","Mississippi","2010","12.9%","","18 to 24"
"28","Mississippi","2010","10.1%","","25 to 34"
"28","Mississippi","2010","11.0%","","35 to 44"
"28","Mississippi","2010","11.1%","","45 to 54"
"28","Mississippi","2010","14.4%","","55 to 64"
"28","Mississippi","2010","10.9%","","65 or older"
"29","Missouri","1999","14.5%","","18 to 24"
"29","Missouri","1999","12.6%","","25 to 34"
"29","Missouri","1999","9.7%","","35 to 44"
"29","Missouri","1999","8.9%","","45 to 54"
"29","Missouri","1999","13.3%","","55 to 64"
"29","Missouri","1999","9.3%","","65 or older"
"29","Missouri","2000","15.0%","","18 to 24"
"29","Missouri","2000","10.8%","","25 to 34"
"29","Missouri","2000","11.7%","","35 to 44"
"29","Missouri","2000","9.7%","","45 to 54"
"29","Missouri","2000","11.5%","","55 to 64"
"29","Missouri","2000","6.8%","","65 or older"
"29","Missouri","2001","18.8%","","18 to 24"
"29","Missouri","2001","11.3%","","25 to 34"
"29","Missouri","2001","14.4%","","35 to 44"
"29","Missouri","2001","13.6%","","45 to 54"
"29","Missouri","2001","7.5%","","55 to 64"
"29","Missouri","2001","7.4%","","65 or older"
"29","Missouri","2002","21.5%","","18 to 24"
"29","Missouri","2002","13.2%","","25 to 34"
"29","Missouri","2002","10.9%","","35 to 44"
"29","Missouri","2002","12.5%","","45 to 54"
"29","Missouri","2002","12.2%","","55 to 64"
"29","Missouri","2002","7.6%","","65 or older"
"29","Missouri","2003","16.8%","","18 to 24"
"29","Missouri","2003","12.8%","","25 to 34"
"29","Missouri","2003","9.7%","","35 to 44"
"29","Missouri","2003","14.7%","","45 to 54"
"29","Missouri","2003","11.5%","","55 to 64"
"29","Missouri","2003","7.9%","","65 or older"
"29","Missouri","2004","15.8%","","18 to 24"
"29","Missouri","2004","15.4%","","25 to 34"
"29","Missouri","2004","13.2%","","35 to 44"
"29","Missouri","2004","11.8%","","45 to 54"
"29","Missouri","2004","13.3%","","55 to 64"
"29","Missouri","2004","11.7%","","65 or older"
"29","Missouri","2005","24.0%","","18 to 24"
"29","Missouri","2005","13.7%","","25 to 34"
"29","Missouri","2005","14.9%","","35 to 44"
"29","Missouri","2005","10.7%","","45 to 54"
"29","Missouri","2005","13.1%","","55 to 64"
"29","Missouri","2005","11.2%","","65 or older"
"29","Missouri","2006","15.2%","","18 to 24"
"29","Missouri","2006","16.7%","","25 to 34"
"29","Missouri","2006","12.4%","","35 to 44"
"29","Missouri","2006","10.7%","","45 to 54"
"29","Missouri","2006","11.3%","","55 to 64"
"29","Missouri","2006","10.5%","","65 or older"
"29","Missouri","2007","16.4%","","18 to 24"
"29","Missouri","2007","13.9%","","25 to 34"
"29","Missouri","2007","13.1%","","35 to 44"
"29","Missouri","2007","13.8%","","45 to 54"
"29","Missouri","2007","12.6%","","55 to 64"
"29","Missouri","2007","10.4%","","65 or older"
"29","Missouri","2008","17.4%","","18 to 24"
"29","Missouri","2008","13.6%","","25 to 34"
"29","Missouri","2008","13.1%","","35 to 44"
"29","Missouri","2008","12.8%","","45 to 54"
"29","Missouri","2008","13.8%","","55 to 64"
"29","Missouri","2008","12.2%","","65 or older"
"29","Missouri","2009","26.2%","","18 to 24"
"29","Missouri","2009","17.4%","","25 to 34"
"29","Missouri","2009","11.7%","","35 to 44"
"29","Missouri","2009","13.2%","","45 to 54"
"29","Missouri","2009","12.4%","","55 to 64"
"29","Missouri","2009","10.4%","","65 or older"
"29","Missouri","2010","18.4%","","18 to 24"
"29","Missouri","2010","13.2%","","25 to 34"
"29","Missouri","2010","14.1%","","35 to 44"
"29","Missouri","2010","15.4%","","45 to 54"
"29","Missouri","2010","15.7%","","55 to 64"
"29","Missouri","2010","10.5%","","65 or older"
"30","Montana","1999","Data Not Collected","","18 to 24"
"30","Montana","1999","Data Not Collected","","25 to 34"
"30","Montana","1999","Data Not Collected","","35 to 44"
"30","Montana","1999","Data Not Collected","","45 to 54"
"30","Montana","1999","Data Not Collected","","55 to 64"
"30","Montana","1999","Data Not Collected","","65 or older"
"30","Montana","2000","15.2%","","18 to 24"
"30","Montana","2000","12.4%","","25 to 34"
"30","Montana","2000","12.1%","","35 to 44"
"30","Montana","2000","11.6%","","45 to 54"
"30","Montana","2000","11.5%","","55 to 64"
"30","Montana","2000","7.3%","","65 or older"
"30","Montana","2001","13.3%","","18 to 24"
"30","Montana","2001","14.0%","","25 to 34"
"30","Montana","2001","12.1%","","35 to 44"
"30","Montana","2001","10.4%","","45 to 54"
"30","Montana","2001","8.0%","","55 to 64"
"30","Montana","2001","12.3%","","65 or older"
"30","Montana","2002","17.2%","","18 to 24"
"30","Montana","2002","18.1%","","25 to 34"
"30","Montana","2002","12.7%","","35 to 44"
"30","Montana","2002","16.2%","","45 to 54"
"30","Montana","2002","12.2%","","55 to 64"
"30","Montana","2002","11.2%","","65 or older"
"30","Montana","2003","13.3%","","18 to 24"
"30","Montana","2003","13.6%","","25 to 34"
"30","Montana","2003","9.7%","","35 to 44"
"30","Montana","2003","10.5%","","45 to 54"
"30","Montana","2003","9.7%","","55 to 64"
"30","Montana","2003","10.5%","","65 or older"
"30","Montana","2004","13.2%","","18 to 24"
"30","Montana","2004","15.0%","","25 to 34"
"30","Montana","2004","13.0%","","35 to 44"
"30","Montana","2004","12.4%","","45 to 54"
"30","Montana","2004","11.6%","","55 to 64"
"30","Montana","2004","13.2%","","65 or older"
"30","Montana","2005","16.1%","","18 to 24"
"30","Montana","2005","15.0%","","25 to 34"
"30","Montana","2005","11.3%","","35 to 44"
"30","Montana","2005","10.2%","","45 to 54"
"30","Montana","2005","14.0%","","55 to 64"
"30","Montana","2005","10.3%","","65 or older"
"30","Montana","2006","16.9%","","18 to 24"
"30","Montana","2006","11.2%","","25 to 34"
"30","Montana","2006","11.5%","","35 to 44"
"30","Montana","2006","11.2%","","45 to 54"
"30","Montana","2006","12.7%","","55 to 64"
"30","Montana","2006","11.4%","","65 or older"
"30","Montana","2007","18.5%","","18 to 24"
"30","Montana","2007","11.4%","","25 to 34"
"30","Montana","2007","12.5%","","35 to 44"
"30","Montana","2007","14.1%","","45 to 54"
"30","Montana","2007","11.8%","","55 to 64"
"30","Montana","2007","12.0%","","65 or older"
"30","Montana","2008","17.5%","","18 to 24"
"30","Montana","2008","18.3%","","25 to 34"
"30","Montana","2008","14.3%","","35 to 44"
"30","Montana","2008","14.2%","","45 to 54"
"30","Montana","2008","13.4%","","55 to 64"
"30","Montana","2008","10.9%","","65 or older"
"30","Montana","2009","16.4%","","18 to 24"
"30","Montana","2009","10.3%","","25 to 34"
"30","Montana","2009","10.7%","","35 to 44"
"30","Montana","2009","11.5%","","45 to 54"
"30","Montana","2009","13.5%","","55 to 64"
"30","Montana","2009","11.3%","","65 or older"
"30","Montana","2010","11.5%","","18 to 24"
"30","Montana","2010","16.5%","","25 to 34"
"30","Montana","2010","11.2%","","35 to 44"
"30","Montana","2010","12.6%","","45 to 54"
"30","Montana","2010","12.4%","","55 to 64"
"30","Montana","2010","13.2%","","65 or older"
"31","Nebraska","1999","12.6%","","18 to 24"
"31","Nebraska","1999","10.4%","","25 to 34"
"31","Nebraska","1999","9.5%","","35 to 44"
"31","Nebraska","1999","10.2%","","45 to 54"
"31","Nebraska","1999","8.0%","","55 to 64"
"31","Nebraska","1999","7.7%","","65 or older"
"31","Nebraska","2000","11.9%","","18 to 24"
"31","Nebraska","2000","10.9%","","25 to 34"
"31","Nebraska","2000","6.6%","","35 to 44"
"31","Nebraska","2000","7.5%","","45 to 54"
"31","Nebraska","2000","9.2%","","55 to 64"
"31","Nebraska","2000","8.0%","","65 or older"
"31","Nebraska","2001","16.0%","","18 to 24"
"31","Nebraska","2001","7.3%","","25 to 34"
"31","Nebraska","2001","7.5%","","35 to 44"
"31","Nebraska","2001","6.9%","","45 to 54"
"31","Nebraska","2001","7.4%","","55 to 64"
"31","Nebraska","2001","7.5%","","65 or older"
"31","Nebraska","2002","16.7%","","18 to 24"
"31","Nebraska","2002","9.4%","","25 to 34"
"31","Nebraska","2002","9.4%","","35 to 44"
"31","Nebraska","2002","8.9%","","45 to 54"
"31","Nebraska","2002","11.0%","","55 to 64"
"31","Nebraska","2002","9.4%","","65 or older"
"31","Nebraska","2003","12.7%","","18 to 24"
"31","Nebraska","2003","8.8%","","25 to 34"
"31","Nebraska","2003","10.5%","","35 to 44"
"31","Nebraska","2003","10.2%","","45 to 54"
"31","Nebraska","2003","11.2%","","55 to 64"
"31","Nebraska","2003","9.4%","","65 or older"
"31","Nebraska","2004","13.0%","","18 to 24"
"31","Nebraska","2004","11.4%","","25 to 34"
"31","Nebraska","2004","10.2%","","35 to 44"
"31","Nebraska","2004","9.9%","","45 to 54"
"31","Nebraska","2004","10.9%","","55 to 64"
"31","Nebraska","2004","8.7%","","65 or older"
"31","Nebraska","2005","15.3%","","18 to 24"
"31","Nebraska","2005","11.3%","","25 to 34"
"31","Nebraska","2005","10.1%","","35 to 44"
"31","Nebraska","2005","10.5%","","45 to 54"
"31","Nebraska","2005","9.7%","","55 to 64"
"31","Nebraska","2005","8.4%","","65 or older"
"31","Nebraska","2006","14.6%","","18 to 24"
"31","Nebraska","2006","14.0%","","25 to 34"
"31","Nebraska","2006","10.4%","","35 to 44"
"31","Nebraska","2006","9.0%","","45 to 54"
"31","Nebraska","2006","9.2%","","55 to 64"
"31","Nebraska","2006","10.4%","","65 or older"
"31","Nebraska","2007","14.9%","","18 to 24"
"31","Nebraska","2007","13.7%","","25 to 34"
"31","Nebraska","2007","10.8%","","35 to 44"
"31","Nebraska","2007","9.7%","","45 to 54"
"31","Nebraska","2007","10.2%","","55 to 64"
"31","Nebraska","2007","10.2%","","65 or older"
"31","Nebraska","2008","13.1%","","18 to 24"
"31","Nebraska","2008","12.6%","","25 to 34"
"31","Nebraska","2008","10.1%","","35 to 44"
"31","Nebraska","2008","10.1%","","45 to 54"
"31","Nebraska","2008","8.9%","","55 to 64"
"31","Nebraska","2008","8.0%","","65 or older"
"31","Nebraska","2009","18.3%","","18 to 24"
"31","Nebraska","2009","13.2%","","25 to 34"
"31","Nebraska","2009","10.6%","","35 to 44"
"31","Nebraska","2009","10.0%","","45 to 54"
"31","Nebraska","2009","10.5%","","55 to 64"
"31","Nebraska","2009","8.4%","","65 or older"
"31","Nebraska","2010","18.2%","","18 to 24"
"31","Nebraska","2010","14.1%","","25 to 34"
"31","Nebraska","2010","13.1%","","35 to 44"
"31","Nebraska","2010","10.9%","","45 to 54"
"31","Nebraska","2010","9.8%","","55 to 64"
"31","Nebraska","2010","9.2%","","65 or older"
"32","Nevada","1999","Data Not Collected","","18 to 24"
"32","Nevada","1999","Data Not Collected","","25 to 34"
"32","Nevada","1999","Data Not Collected","","35 to 44"
"32","Nevada","1999","Data Not Collected","","45 to 54"
"32","Nevada","1999","Data Not Collected","","55 to 64"
"32","Nevada","1999","Data Not Collected","","65 or older"
"32","Nevada","2000","16.7%","","18 to 24"
"32","Nevada","2000","12.8%","","25 to 34"
"32","Nevada","2000","11.6%","","35 to 44"
"32","Nevada","2000","11.5%","","45 to 54"
"32","Nevada","2000","17.8%","","55 to 64"
"32","Nevada","2000","13.1%","","65 or older"
"32","Nevada","2001","15.7%","","18 to 24"
"32","Nevada","2001","17.3%","","25 to 34"
"32","Nevada","2001","9.6%","","35 to 44"
"32","Nevada","2001","14.0%","","45 to 54"
"32","Nevada","2001","15.7%","","55 to 64"
"32","Nevada","2001","9.6%","","65 or older"
"32","Nevada","2002","11.3%","","18 to 24"
"32","Nevada","2002","14.9%","","25 to 34"
"32","Nevada","2002","12.0%","","35 to 44"
"32","Nevada","2002","12.9%","","45 to 54"
"32","Nevada","2002","14.9%","","55 to 64"
"32","Nevada","2002","7.9%","","65 or older"
"32","Nevada","2003","16.6%","","18 to 24"
"32","Nevada","2003","10.7%","","25 to 34"
"32","Nevada","2003","9.8%","","35 to 44"
"32","Nevada","2003","13.0%","","45 to 54"
"32","Nevada","2003","12.0%","","55 to 64"
"32","Nevada","2003","8.2%","","65 or older"
"32","Nevada","2004","17.7%","","18 to 24"
"32","Nevada","2004","11.5%","","25 to 34"
"32","Nevada","2004","12.1%","","35 to 44"
"32","Nevada","2004","12.4%","","45 to 54"
"32","Nevada","2004","12.0%","","55 to 64"
"32","Nevada","2004","11.5%","","65 or older"
"32","Nevada","2005","15.5%","","18 to 24"
"32","Nevada","2005","11.6%","","25 to 34"
"32","Nevada","2005","13.2%","","35 to 44"
"32","Nevada","2005","13.9%","","45 to 54"
"32","Nevada","2005","13.3%","","55 to 64"
"32","Nevada","2005","8.4%","","65 or older"
"32","Nevada","2006","15.6%","","18 to 24"
"32","Nevada","2006","9.8%","","25 to 34"
"32","Nevada","2006","9.8%","","35 to 44"
"32","Nevada","2006","15.2%","","45 to 54"
"32","Nevada","2006","13.7%","","55 to 64"
"32","Nevada","2006","11.3%","","65 or older"
"32","Nevada","2007","22.0%","","18 to 24"
"32","Nevada","2007","12.5%","","25 to 34"
"32","Nevada","2007","10.9%","","35 to 44"
"32","Nevada","2007","14.8%","","45 to 54"
"32","Nevada","2007","11.1%","","55 to 64"
"32","Nevada","2007","11.4%","","65 or older"
"32","Nevada","2008","17.1%","","18 to 24"
"32","Nevada","2008","12.7%","","25 to 34"
"32","Nevada","2008","11.6%","","35 to 44"
"32","Nevada","2008","14.7%","","45 to 54"
"32","Nevada","2008","15.0%","","55 to 64"
"32","Nevada","2008","12.5%","","65 or older"
"32","Nevada","2009","26.2%","","18 to 24"
"32","Nevada","2009","12.5%","","25 to 34"
"32","Nevada","2009","11.0%","","35 to 44"
"32","Nevada","2009","14.7%","","45 to 54"
"32","Nevada","2009","14.0%","","55 to 64"
"32","Nevada","2009","12.2%","","65 or older"
"32","Nevada","2010","24.9%","","18 to 24"
"32","Nevada","2010","15.0%","","25 to 34"
"32","Nevada","2010","14.7%","","35 to 44"
"32","Nevada","2010","11.3%","","45 to 54"
"32","Nevada","2010","11.8%","","55 to 64"
"32","Nevada","2010","12.7%","","65 or older"
"33","New Hampshire","1999","26.2%","","18 to 24"
"33","New Hampshire","1999","16.3%","","25 to 34"
"33","New Hampshire","1999","14.0%","","35 to 44"
"33","New Hampshire","1999","11.5%","","45 to 54"
"33","New Hampshire","1999","9.0%","","55 to 64"
"33","New Hampshire","1999","9.9%","","65 or older"
"33","New Hampshire","2000","12.5%","","18 to 24"
"33","New Hampshire","2000","14.5%","","25 to 34"
"33","New Hampshire","2000","10.2%","","35 to 44"
"33","New Hampshire","2000","15.7%","","45 to 54"
"33","New Hampshire","2000","9.8%","","55 to 64"
"33","New Hampshire","2000","9.0%","","65 or older"
"33","New Hampshire","2001","17.7%","","18 to 24"
"33","New Hampshire","2001","17.2%","","25 to 34"
"33","New Hampshire","2001","10.4%","","35 to 44"
"33","New Hampshire","2001","9.5%","","45 to 54"
"33","New Hampshire","2001","14.0%","","55 to 64"
"33","New Hampshire","2001","8.0%","","65 or older"
"33","New Hampshire","2002","17.1%","","18 to 24"
"33","New Hampshire","2002","16.9%","","25 to 34"
"33","New Hampshire","2002","14.7%","","35 to 44"
"33","New Hampshire","2002","13.1%","","45 to 54"
"33","New Hampshire","2002","11.8%","","55 to 64"
"33","New Hampshire","2002","10.4%","","65 or older"
"33","New Hampshire","2003","18.2%","","18 to 24"
"33","New Hampshire","2003","14.9%","","25 to 34"
"33","New Hampshire","2003","13.9%","","35 to 44"
"33","New Hampshire","2003","11.9%","","45 to 54"
"33","New Hampshire","2003","10.5%","","55 to 64"
"33","New Hampshire","2003","8.9%","","65 or older"
"33","New Hampshire","2004","21.4%","","18 to 24"
"33","New Hampshire","2004","14.9%","","25 to 34"
"33","New Hampshire","2004","15.1%","","35 to 44"
"33","New Hampshire","2004","15.3%","","45 to 54"
"33","New Hampshire","2004","14.0%","","55 to 64"
"33","New Hampshire","2004","10.9%","","65 or older"
"33","New Hampshire","2005","21.1%","","18 to 24"
"33","New Hampshire","2005","17.7%","","25 to 34"
"33","New Hampshire","2005","14.1%","","35 to 44"
"33","New Hampshire","2005","13.9%","","45 to 54"
"33","New Hampshire","2005","13.0%","","55 to 64"
"33","New Hampshire","2005","10.7%","","65 or older"
"33","New Hampshire","2006","21.0%","","18 to 24"
"33","New Hampshire","2006","18.5%","","25 to 34"
"33","New Hampshire","2006","12.8%","","35 to 44"
"33","New Hampshire","2006","13.7%","","45 to 54"
"33","New Hampshire","2006","14.4%","","55 to 64"
"33","New Hampshire","2006","11.9%","","65 or older"
"33","New Hampshire","2007","18.7%","","18 to 24"
"33","New Hampshire","2007","19.4%","","25 to 34"
"33","New Hampshire","2007","17.0%","","35 to 44"
"33","New Hampshire","2007","13.2%","","45 to 54"
"33","New Hampshire","2007","12.5%","","55 to 64"
"33","New Hampshire","2007","10.6%","","65 or older"
"33","New Hampshire","2008","19.2%","","18 to 24"
"33","New Hampshire","2008","18.4%","","25 to 34"
"33","New Hampshire","2008","16.8%","","35 to 44"
"33","New Hampshire","2008","13.7%","","45 to 54"
"33","New Hampshire","2008","14.4%","","55 to 64"
"33","New Hampshire","2008","10.9%","","65 or older"
"33","New Hampshire","2009","27.0%","","18 to 24"
"33","New Hampshire","2009","20.9%","","25 to 34"
"33","New Hampshire","2009","17.0%","","35 to 44"
"33","New Hampshire","2009","14.5%","","45 to 54"
"33","New Hampshire","2009","12.9%","","55 to 64"
"33","New Hampshire","2009","10.8%","","65 or older"
"33","New Hampshire","2010","20.4%","","18 to 24"
"33","New Hampshire","2010","20.3%","","25 to 34"
"33","New Hampshire","2010","15.6%","","35 to 44"
"33","New Hampshire","2010","11.5%","","45 to 54"
"33","New Hampshire","2010","14.3%","","55 to 64"
"33","New Hampshire","2010","11.9%","","65 or older"
"34","New Jersey","1999","Data Not Collected","","18 to 24"
"34","New Jersey","1999","Data Not Collected","","25 to 34"
"34","New Jersey","1999","Data Not Collected","","35 to 44"
"34","New Jersey","1999","Data Not Collected","","45 to 54"
"34","New Jersey","1999","Data Not Collected","","55 to 64"
"34","New Jersey","1999","Data Not Collected","","65 or older"
"34","New Jersey","2000","15.9%","","18 to 24"
"34","New Jersey","2000","10.9%","","25 to 34"
"34","New Jersey","2000","7.5%","","35 to 44"
"34","New Jersey","2000","7.9%","","45 to 54"
"34","New Jersey","2000","6.7%","","55 to 64"
"34","New Jersey","2000","5.7%","","65 or older"
"34","New Jersey","2001","18.0%","","18 to 24"
"34","New Jersey","2001","11.0%","","25 to 34"
"34","New Jersey","2001","8.1%","","35 to 44"
"34","New Jersey","2001","8.2%","","45 to 54"
"34","New Jersey","2001","9.2%","","55 to 64"
"34","New Jersey","2001","5.8%","","65 or older"
"34","New Jersey","2002","11.7%","","18 to 24"
"34","New Jersey","2002","14.2%","","25 to 34"
"34","New Jersey","2002","13.8%","","35 to 44"
"34","New Jersey","2002","9.2%","","45 to 54"
"34","New Jersey","2002","9.2%","","55 to 64"
"34","New Jersey","2002","11.2%","","65 or older"
"34","New Jersey","2003","19.1%","","18 to 24"
"34","New Jersey","2003","11.8%","","25 to 34"
"34","New Jersey","2003","8.1%","","35 to 44"
"34","New Jersey","2003","11.3%","","45 to 54"
"34","New Jersey","2003","10.5%","","55 to 64"
"34","New Jersey","2003","8.6%","","65 or older"
"34","New Jersey","2004","19.1%","","18 to 24"
"34","New Jersey","2004","14.1%","","25 to 34"
"34","New Jersey","2004","13.5%","","35 to 44"
"34","New Jersey","2004","13.2%","","45 to 54"
"34","New Jersey","2004","13.0%","","55 to 64"
"34","New Jersey","2004","10.7%","","65 or older"
"34","New Jersey","2005","16.6%","","18 to 24"
"34","New Jersey","2005","12.6%","","25 to 34"
"34","New Jersey","2005","10.4%","","35 to 44"
"34","New Jersey","2005","11.1%","","45 to 54"
"34","New Jersey","2005","11.8%","","55 to 64"
"34","New Jersey","2005","9.6%","","65 or older"
"34","New Jersey","2006","18.0%","","18 to 24"
"34","New Jersey","2006","12.0%","","25 to 34"
"34","New Jersey","2006","11.6%","","35 to 44"
"34","New Jersey","2006","11.0%","","45 to 54"
"34","New Jersey","2006","11.8%","","55 to 64"
"34","New Jersey","2006","10.6%","","65 or older"
"34","New Jersey","2007","22.7%","","18 to 24"
"34","New Jersey","2007","12.2%","","25 to 34"
"34","New Jersey","2007","13.4%","","35 to 44"
"34","New Jersey","2007","12.0%","","45 to 54"
"34","New Jersey","2007","14.3%","","55 to 64"
"34","New Jersey","2007","9.4%","","65 or older"
"34","New Jersey","2008","19.9%","","18 to 24"
"34","New Jersey","2008","12.0%","","25 to 34"
"34","New Jersey","2008","12.0%","","35 to 44"
"34","New Jersey","2008","12.9%","","45 to 54"
"34","New Jersey","2008","12.1%","","55 to 64"
"34","New Jersey","2008","10.0%","","65 or older"
"34","New Jersey","2009","16.4%","","18 to 24"
"34","New Jersey","2009","16.5%","","25 to 34"
"34","New Jersey","2009","11.3%","","35 to 44"
"34","New Jersey","2009","11.5%","","45 to 54"
"34","New Jersey","2009","12.6%","","55 to 64"
"34","New Jersey","2009","9.5%","","65 or older"
"34","New Jersey","2010","20.2%","","18 to 24"
"34","New Jersey","2010","15.6%","","25 to 34"
"34","New Jersey","2010","12.2%","","35 to 44"
"34","New Jersey","2010","12.0%","","45 to 54"
"34","New Jersey","2010","12.8%","","55 to 64"
"34","New Jersey","2010","11.1%","","65 or older"
"35","New Mexico","1999","Data Not Collected","","18 to 24"
"35","New Mexico","1999","Data Not Collected","","25 to 34"
"35","New Mexico","1999","Data Not Collected","","35 to 44"
"35","New Mexico","1999","Data Not Collected","","45 to 54"
"35","New Mexico","1999","Data Not Collected","","55 to 64"
"35","New Mexico","1999","Data Not Collected","","65 or older"
"35","New Mexico","2000","13.7%","","18 to 24"
"35","New Mexico","2000","10.7%","","25 to 34"
"35","New Mexico","2000","9.1%","","35 to 44"
"35","New Mexico","2000","8.9%","","45 to 54"
"35","New Mexico","2000","9.4%","","55 to 64"
"35","New Mexico","2000","9.1%","","65 or older"
"35","New Mexico","2001","13.9%","","18 to 24"
"35","New Mexico","2001","10.0%","","25 to 34"
"35","New Mexico","2001","10.2%","","35 to 44"
"35","New Mexico","2001","11.4%","","45 to 54"
"35","New Mexico","2001","9.5%","","55 to 64"
"35","New Mexico","2001","10.0%","","65 or older"
"35","New Mexico","2002","16.0%","","18 to 24"
"35","New Mexico","2002","11.9%","","25 to 34"
"35","New Mexico","2002","11.5%","","35 to 44"
"35","New Mexico","2002","10.4%","","45 to 54"
"35","New Mexico","2002","9.9%","","55 to 64"
"35","New Mexico","2002","10.9%","","65 or older"
"35","New Mexico","2003","12.2%","","18 to 24"
"35","New Mexico","2003","8.9%","","25 to 34"
"35","New Mexico","2003","10.7%","","35 to 44"
"35","New Mexico","2003","12.1%","","45 to 54"
"35","New Mexico","2003","9.0%","","55 to 64"
"35","New Mexico","2003","9.8%","","65 or older"
"35","New Mexico","2004","18.6%","","18 to 24"
"35","New Mexico","2004","12.3%","","25 to 34"
"35","New Mexico","2004","13.6%","","35 to 44"
"35","New Mexico","2004","15.6%","","45 to 54"
"35","New Mexico","2004","15.2%","","55 to 64"
"35","New Mexico","2004","13.5%","","65 or older"
"35","New Mexico","2005","18.5%","","18 to 24"
"35","New Mexico","2005","14.7%","","25 to 34"
"35","New Mexico","2005","14.1%","","35 to 44"
"35","New Mexico","2005","12.8%","","45 to 54"
"35","New Mexico","2005","16.3%","","55 to 64"
"35","New Mexico","2005","12.2%","","65 or older"
"35","New Mexico","2006","18.1%","","18 to 24"
"35","New Mexico","2006","12.8%","","25 to 34"
"35","New Mexico","2006","14.0%","","35 to 44"
"35","New Mexico","2006","14.1%","","45 to 54"
"35","New Mexico","2006","12.4%","","55 to 64"
"35","New Mexico","2006","12.9%","","65 or older"
"35","New Mexico","2007","19.1%","","18 to 24"
"35","New Mexico","2007","12.3%","","25 to 34"
"35","New Mexico","2007","13.3%","","35 to 44"
"35","New Mexico","2007","13.0%","","45 to 54"
"35","New Mexico","2007","16.0%","","55 to 64"
"35","New Mexico","2007","10.9%","","65 or older"
"35","New Mexico","2008","10.7%","","18 to 24"
"35","New Mexico","2008","13.3%","","25 to 34"
"35","New Mexico","2008","13.9%","","35 to 44"
"35","New Mexico","2008","12.4%","","45 to 54"
"35","New Mexico","2008","12.6%","","55 to 64"
"35","New Mexico","2008","12.4%","","65 or older"
"35","New Mexico","2009","16.3%","","18 to 24"
"35","New Mexico","2009","13.5%","","25 to 34"
"35","New Mexico","2009","13.5%","","35 to 44"
